Date,Year,Temp Max,Temp Min,Avg Temp,AvgIsOutlier,,,
01-01-1951,1951,26.97,15.65,21.31,no,,,
02-01-1951,1951,26.18,14.69,20.43,no,,,
03-01-1951,1951,26.31,14.95,20.63,no,,,
04-01-1951,1951,26.73,14.84,20.78,no,,,
05-01-1951,1951,26.93,14.53,20.73,no,,,
06-01-1951,1951,26.25,13.49,19.87,no,,,
07-01-1951,1951,26.45,12.70,19.58,no,,,
08-01-1951,1951,25.69,15.81,20.75,no,,,
09-01-1951,1951,25.89,15.28,20.58,no,,,
10-01-1951,1951,26.62,15.27,20.95,no,,,
11-01-1951,1951,27.05,15.15,21.10,no,,,
12-01-1951,1951,27.77,14.77,21.27,no,,,
13-01-1951,1951,28.22,15.94,22.08,no,,,
14-01-1951,1951,27.87,16.62,22.25,no,,,
15-01-1951,1951,27.91,16.48,22.19,no,,,
16-01-1951,1951,26.79,18.37,22.58,no,,,
17-01-1951,1951,27.85,18.08,22.97,no,,,
18-01-1951,1951,28.00,17.28,22.64,no,,,
19-01-1951,1951,27.70,16.64,22.17,no,,,
20-01-1951,1951,29.33,17.33,23.33,no,,,
21-01-1951,1951,28.94,17.21,23.07,no,,,
22-01-1951,1951,28.45,17.03,22.74,no,,,
23-01-1951,1951,27.59,17.07,22.33,no,,,
24-01-1951,1951,26.97,17.06,22.01,no,,,
25-01-1951,1951,28.33,16.65,22.49,no,,,
26-01-1951,1951,28.28,16.39,22.34,no,,,
27-01-1951,1951,27.87,13.74,20.81,no,,,
28-01-1951,1951,27.79,13.54,20.67,no,,,
29-01-1951,1951,27.98,14.48,21.23,no,,,
30-01-1951,1951,28.18,13.96,21.07,no,,,
31-01-1951,1951,28.39,14.39,21.39,no,,,
01-02-1951,1951,28.41,15.10,21.76,no,,,
02-02-1951,1951,28.78,15.55,22.17,no,,,
03-02-1951,1951,30.10,15.96,23.03,no,,,
04-02-1951,1951,29.44,16.44,22.94,no,,,
05-02-1951,1951,28.90,16.13,22.51,no,,,
06-02-1951,1951,28.84,16.05,22.44,no,,,
07-02-1951,1951,29.77,16.82,23.30,no,,,
08-02-1951,1951,28.83,17.06,22.94,no,,,
09-02-1951,1951,27.97,17.27,22.62,no,,,
10-02-1951,1951,28.26,17.25,22.76,no,,,
11-02-1951,1951,29.48,17.86,23.67,no,,,
12-02-1951,1951,30.00,18.00,24.00,no,,,
13-02-1951,1951,31.02,16.52,23.77,no,,,
14-02-1951,1951,31.17,16.48,23.82,no,,,
15-02-1951,1951,29.79,16.03,22.91,no,,,
16-02-1951,1951,31.09,15.92,23.51,no,,,
17-02-1951,1951,30.63,17.14,23.88,no,,,
18-02-1951,1951,30.49,16.29,23.39,no,,,
19-02-1951,1951,30.00,15.02,22.51,no,,,
20-02-1951,1951,31.71,15.74,23.72,no,,,
21-02-1951,1951,31.57,16.91,24.24,no,,,
22-02-1951,1951,31.38,14.97,23.17,no,,,
23-02-1951,1951,30.91,15.06,22.99,no,,,
24-02-1951,1951,31.74,14.94,23.34,no,,,
25-02-1951,1951,32.69,16.03,24.36,no,,,
26-02-1951,1951,32.97,15.92,24.45,no,,,
27-02-1951,1951,32.88,15.74,24.31,no,,,
28-02-1951,1951,33.20,16.32,24.76,no,,,
01-03-1951,1951,33.36,17.15,25.26,no,,,
02-03-1951,1951,33.78,17.47,25.62,no,,,
03-03-1951,1951,32.93,16.97,24.95,no,,,
04-03-1951,1951,31.27,16.89,24.08,no,,,
05-03-1951,1951,31.58,17.69,24.64,no,,,
06-03-1951,1951,32.60,16.90,24.75,no,,,
07-03-1951,1951,32.71,17.06,24.88,no,,,
08-03-1951,1951,32.16,17.73,24.94,no,,,
09-03-1951,1951,32.93,17.34,25.14,no,,,
10-03-1951,1951,33.21,17.83,25.52,no,,,
11-03-1951,1951,33.30,17.13,25.21,no,,,
12-03-1951,1951,33.47,17.28,25.38,no,,,
13-03-1951,1951,33.54,17.58,25.56,no,,,
14-03-1951,1951,33.52,18.85,26.19,no,,,
15-03-1951,1951,33.94,18.51,26.22,no,,,
16-03-1951,1951,32.97,16.90,24.94,no,,,
17-03-1951,1951,33.04,18.76,25.90,no,,,
18-03-1951,1951,33.33,20.49,26.91,no,,,
19-03-1951,1951,34.38,20.79,27.59,no,,,
20-03-1951,1951,34.35,21.55,27.95,no,,,
21-03-1951,1951,34.03,21.69,27.86,no,,,
22-03-1951,1951,35.25,21.84,28.55,no,,,
23-03-1951,1951,35.05,23.13,29.09,no,,,
24-03-1951,1951,34.82,23.27,29.05,no,,,
25-03-1951,1951,33.53,20.13,26.83,no,,,
26-03-1951,1951,32.73,21.18,26.95,no,,,
27-03-1951,1951,32.77,21.43,27.10,no,,,
28-03-1951,1951,32.27,20.54,26.41,no,,,
29-03-1951,1951,31.81,20.92,26.36,no,,,
30-03-1951,1951,32.69,22.35,27.52,no,,,
31-03-1951,1951,31.90,20.51,26.20,no,,,
01-04-1951,1951,31.88,20.45,26.16,no,,,
02-04-1951,1951,31.30,21.20,26.25,no,,,
03-04-1951,1951,32.55,22.13,27.34,no,,,
04-04-1951,1951,31.06,22.09,26.57,no,,,
05-04-1951,1951,32.30,21.83,27.06,no,,,
06-04-1951,1951,33.55,22.34,27.94,no,,,
07-04-1951,1951,33.42,22.16,27.79,no,,,
08-04-1951,1951,33.91,22.17,28.04,no,,,
09-04-1951,1951,33.39,21.06,27.22,no,,,
10-04-1951,1951,34.36,22.06,28.21,no,,,
11-04-1951,1951,33.87,22.67,28.27,no,,,
12-04-1951,1951,29.75,20.81,25.28,no,,,
13-04-1951,1951,30.70,20.74,25.72,no,,,
14-04-1951,1951,30.10,21.56,25.83,no,,,
15-04-1951,1951,31.48,21.30,26.39,no,,,
16-04-1951,1951,31.39,21.06,26.22,no,,,
17-04-1951,1951,32.10,21.72,26.91,no,,,
18-04-1951,1951,33.04,22.17,27.61,no,,,
19-04-1951,1951,33.39,22.40,27.89,no,,,
20-04-1951,1951,33.29,21.06,27.18,no,,,
21-04-1951,1951,31.29,20.56,25.93,no,,,
22-04-1951,1951,32.37,20.88,26.62,no,,,
23-04-1951,1951,32.57,22.24,27.40,no,,,
24-04-1951,1951,33.05,22.43,27.74,no,,,
25-04-1951,1951,32.77,21.95,27.36,no,,,
26-04-1951,1951,33.47,22.88,28.18,no,,,
27-04-1951,1951,34.82,23.07,28.94,no,,,
28-04-1951,1951,33.51,21.18,27.34,no,,,
29-04-1951,1951,33.59,22.23,27.91,no,,,
30-04-1951,1951,33.69,21.37,27.53,no,,,
01-05-1951,1951,33.63,20.42,27.03,no,,,
02-05-1951,1951,33.01,21.67,27.34,no,,,
03-05-1951,1951,33.53,22.14,27.83,no,,,
04-05-1951,1951,33.57,22.42,27.99,no,,,
05-05-1951,1951,33.90,22.72,28.31,no,,,
06-05-1951,1951,34.29,21.85,28.07,no,,,
07-05-1951,1951,33.85,22.60,28.22,no,,,
08-05-1951,1951,34.25,23.22,28.73,no,,,
09-05-1951,1951,34.92,22.61,28.76,no,,,
10-05-1951,1951,34.91,23.21,29.06,no,,,
11-05-1951,1951,35.00,22.53,28.77,no,,,
12-05-1951,1951,34.59,22.90,28.74,no,,,
13-05-1951,1951,34.21,20.90,27.55,no,,,
14-05-1951,1951,33.44,24.70,29.07,no,,,
15-05-1951,1951,34.05,22.30,28.17,no,,,
16-05-1951,1951,34.17,22.73,28.45,no,,,
17-05-1951,1951,34.57,24.50,29.53,no,,,
18-05-1951,1951,34.75,19.69,27.22,no,,,
19-05-1951,1951,32.85,21.85,27.35,no,,,
20-05-1951,1951,33.71,22.11,27.91,no,,,
21-05-1951,1951,33.27,22.45,27.86,no,,,
22-05-1951,1951,33.54,20.35,26.95,no,,,
23-05-1951,1951,32.42,22.33,27.37,no,,,
24-05-1951,1951,32.01,20.97,26.49,no,,,
25-05-1951,1951,31.35,20.44,25.90,no,,,
26-05-1951,1951,30.88,22.01,26.44,no,,,
27-05-1951,1951,32.40,20.86,26.63,no,,,
28-05-1951,1951,31.86,21.52,26.69,no,,,
29-05-1951,1951,32.34,21.30,26.82,no,,,
30-05-1951,1951,30.04,21.78,25.91,no,,,
31-05-1951,1951,31.13,21.75,26.44,no,,,
01-06-1951,1951,29.77,20.18,24.98,no,,,
02-06-1951,1951,26.66,20.43,23.55,no,,,
03-06-1951,1951,28.38,21.01,24.69,no,,,
04-06-1951,1951,29.52,21.73,25.63,no,,,
05-06-1951,1951,29.04,20.88,24.96,no,,,
06-06-1951,1951,28.72,20.39,24.55,no,,,
07-06-1951,1951,28.63,20.64,24.63,no,,,
08-06-1951,1951,29.17,20.83,25.00,no,,,
09-06-1951,1951,29.89,21.11,25.50,no,,,
10-06-1951,1951,28.66,20.78,24.72,no,,,
11-06-1951,1951,29.28,20.48,24.88,no,,,
12-06-1951,1951,28.10,21.12,24.61,no,,,
13-06-1951,1951,28.20,20.62,24.41,no,,,
14-06-1951,1951,28.50,19.89,24.19,no,,,
15-06-1951,1951,28.61,20.50,24.56,no,,,
16-06-1951,1951,28.40,21.20,24.80,no,,,
17-06-1951,1951,30.14,20.66,25.40,no,,,
18-06-1951,1951,30.31,20.24,25.27,no,,,
19-06-1951,1951,29.63,20.45,25.04,no,,,
20-06-1951,1951,29.26,20.36,24.81,no,,,
21-06-1951,1951,28.20,20.50,24.35,no,,,
22-06-1951,1951,28.88,20.69,24.78,no,,,
23-06-1951,1951,28.36,20.74,24.55,no,,,
24-06-1951,1951,28.56,20.77,24.66,no,,,
25-06-1951,1951,27.92,19.88,23.90,no,,,
26-06-1951,1951,28.55,20.32,24.43,no,,,
27-06-1951,1951,28.68,20.38,24.53,no,,,
28-06-1951,1951,29.73,20.36,25.05,no,,,
29-06-1951,1951,30.33,20.44,25.39,no,,,
30-06-1951,1951,31.25,20.80,26.02,no,,,
01-07-1951,1951,32.11,21.52,26.82,no,,,
02-07-1951,1951,31.91,21.35,26.63,no,,,
03-07-1951,1951,32.12,21.18,26.65,no,,,
04-07-1951,1951,30.93,20.74,25.84,no,,,
05-07-1951,1951,31.09,19.78,25.44,no,,,
06-07-1951,1951,30.56,19.59,25.07,no,,,
07-07-1951,1951,28.21,20.05,24.13,no,,,
08-07-1951,1951,28.09,19.98,24.03,no,,,
09-07-1951,1951,27.09,19.34,23.22,no,,,
10-07-1951,1951,29.41,20.32,24.86,no,,,
11-07-1951,1951,31.16,21.27,26.22,no,,,
12-07-1951,1951,31.14,20.02,25.58,no,,,
13-07-1951,1951,29.99,20.17,25.08,no,,,
14-07-1951,1951,27.09,19.93,23.51,no,,,
15-07-1951,1951,29.32,20.35,24.84,no,,,
16-07-1951,1951,29.29,20.30,24.80,no,,,
17-07-1951,1951,28.89,20.79,24.84,no,,,
18-07-1951,1951,28.91,19.90,24.40,no,,,
19-07-1951,1951,26.25,19.75,23.00,no,,,
20-07-1951,1951,25.90,19.53,22.72,no,,,
21-07-1951,1951,26.94,20.15,23.55,no,,,
22-07-1951,1951,26.69,20.37,23.53,no,,,
23-07-1951,1951,27.51,20.40,23.95,no,,,
24-07-1951,1951,26.00,20.83,23.41,no,,,
25-07-1951,1951,25.05,19.44,22.24,no,,,
26-07-1951,1951,26.27,19.96,23.11,no,,,
27-07-1951,1951,26.80,20.04,23.42,no,,,
28-07-1951,1951,28.36,20.67,24.52,no,,,
29-07-1951,1951,29.18,20.98,25.08,no,,,
30-07-1951,1951,29.06,21.04,25.05,no,,,
31-07-1951,1951,27.93,20.84,24.39,no,,,
01-08-1951,1951,27.74,20.29,24.02,no,,,
02-08-1951,1951,28.19,20.39,24.29,no,,,
03-08-1951,1951,29.69,20.86,25.28,no,,,
04-08-1951,1951,29.27,20.66,24.97,no,,,
05-08-1951,1951,27.73,20.07,23.90,no,,,
06-08-1951,1951,28.35,20.54,24.45,no,,,
07-08-1951,1951,29.24,20.60,24.92,no,,,
08-08-1951,1951,28.12,20.53,24.33,no,,,
09-08-1951,1951,28.82,19.77,24.30,no,,,
10-08-1951,1951,28.89,20.24,24.56,no,,,
11-08-1951,1951,29.73,20.81,25.27,no,,,
12-08-1951,1951,29.11,20.97,25.04,no,,,
13-08-1951,1951,30.06,20.65,25.35,no,,,
14-08-1951,1951,29.86,20.58,25.22,no,,,
15-08-1951,1951,30.82,20.29,25.56,no,,,
16-08-1951,1951,30.85,20.62,25.74,no,,,
17-08-1951,1951,29.16,20.50,24.83,no,,,
18-08-1951,1951,28.67,19.99,24.33,no,,,
19-08-1951,1951,29.32,20.37,24.85,no,,,
20-08-1951,1951,29.80,20.50,25.15,no,,,
21-08-1951,1951,30.27,20.89,25.58,no,,,
22-08-1951,1951,30.01,20.69,25.35,no,,,
23-08-1951,1951,29.70,20.45,25.08,no,,,
24-08-1951,1951,29.58,20.31,24.94,no,,,
25-08-1951,1951,29.28,19.88,24.58,no,,,
26-08-1951,1951,30.28,19.79,25.04,no,,,
27-08-1951,1951,30.45,20.69,25.57,no,,,
28-08-1951,1951,30.06,20.95,25.51,no,,,
29-08-1951,1951,29.57,20.22,24.89,no,,,
30-08-1951,1951,29.19,20.12,24.66,no,,,
31-08-1951,1951,29.69,19.53,24.61,no,,,
01-09-1951,1951,29.25,19.95,24.60,no,,,
02-09-1951,1951,29.39,19.23,24.31,no,,,
03-09-1951,1951,31.08,19.55,25.31,no,,,
04-09-1951,1951,30.17,19.30,24.73,no,,,
05-09-1951,1951,28.62,19.69,24.16,no,,,
06-09-1951,1951,27.63,19.49,23.56,no,,,
07-09-1951,1951,26.75,19.79,23.27,no,,,
08-09-1951,1951,29.35,19.56,24.45,no,,,
09-09-1951,1951,30.06,19.49,24.77,no,,,
10-09-1951,1951,30.00,20.82,25.41,no,,,
11-09-1951,1951,29.19,20.61,24.90,no,,,
12-09-1951,1951,29.41,19.71,24.56,no,,,
13-09-1951,1951,29.59,19.58,24.59,no,,,
14-09-1951,1951,29.76,20.87,25.32,no,,,
15-09-1951,1951,31.01,19.97,25.49,no,,,
16-09-1951,1951,30.42,20.82,25.62,no,,,
17-09-1951,1951,31.14,19.96,25.55,no,,,
18-09-1951,1951,30.18,20.66,25.42,no,,,
19-09-1951,1951,30.07,21.03,25.55,no,,,
20-09-1951,1951,30.68,21.32,26.00,no,,,
21-09-1951,1951,31.59,21.58,26.59,no,,,
22-09-1951,1951,31.64,21.50,26.57,no,,,
23-09-1951,1951,32.06,21.84,26.95,no,,,
24-09-1951,1951,31.25,21.44,26.35,no,,,
25-09-1951,1951,31.36,21.20,26.28,no,,,
26-09-1951,1951,30.10,20.97,25.53,no,,,
27-09-1951,1951,29.47,20.66,25.06,no,,,
28-09-1951,1951,27.62,20.55,24.09,no,,,
29-09-1951,1951,27.70,19.95,23.83,no,,,
30-09-1951,1951,27.06,20.58,23.82,no,,,
01-10-1951,1951,26.62,20.17,23.40,no,,,
02-10-1951,1951,27.70,20.01,23.86,no,,,
03-10-1951,1951,28.19,20.95,24.57,no,,,
04-10-1951,1951,29.16,20.59,24.88,no,,,
05-10-1951,1951,29.15,20.10,24.63,no,,,
06-10-1951,1951,27.87,22.48,25.18,no,,,
07-10-1951,1951,29.42,20.91,25.16,no,,,
08-10-1951,1951,29.82,20.31,25.06,no,,,
09-10-1951,1951,29.79,20.82,25.31,no,,,
10-10-1951,1951,29.98,20.74,25.36,no,,,
11-10-1951,1951,30.17,20.19,25.18,no,,,
12-10-1951,1951,30.17,20.90,25.53,no,,,
13-10-1951,1951,29.98,20.43,25.20,no,,,
14-10-1951,1951,29.71,20.81,25.26,no,,,
15-10-1951,1951,30.35,21.12,25.74,no,,,
16-10-1951,1951,28.24,20.00,24.12,no,,,
17-10-1951,1951,29.34,20.44,24.89,no,,,
18-10-1951,1951,29.60,20.73,25.16,no,,,
19-10-1951,1951,30.89,21.06,25.97,no,,,
20-10-1951,1951,30.65,20.68,25.66,no,,,
21-10-1951,1951,27.38,19.83,23.60,no,,,
22-10-1951,1951,29.55,19.31,24.43,no,,,
23-10-1951,1951,28.93,19.63,24.28,no,,,
24-10-1951,1951,30.29,19.95,25.12,no,,,
25-10-1951,1951,30.31,19.74,25.02,no,,,
26-10-1951,1951,29.73,19.21,24.47,no,,,
27-10-1951,1951,30.18,20.35,25.27,no,,,
28-10-1951,1951,28.24,20.07,24.15,no,,,
29-10-1951,1951,29.63,20.10,24.86,no,,,
30-10-1951,1951,29.16,20.57,24.86,no,,,
31-10-1951,1951,29.16,21.09,25.13,no,,,
01-11-1951,1951,29.22,20.50,24.86,no,,,
02-11-1951,1951,28.01,20.11,24.06,no,,,
03-11-1951,1951,27.96,20.89,24.42,no,,,
04-11-1951,1951,27.91,20.17,24.04,no,,,
05-11-1951,1951,29.14,20.59,24.86,no,,,
06-11-1951,1951,29.18,20.42,24.80,no,,,
07-11-1951,1951,28.04,20.09,24.07,no,,,
08-11-1951,1951,28.06,20.92,24.49,no,,,
09-11-1951,1951,27.89,20.04,23.97,no,,,
10-11-1951,1951,28.26,20.46,24.36,no,,,
11-11-1951,1951,28.09,19.38,23.73,no,,,
12-11-1951,1951,27.72,18.07,22.89,no,,,
13-11-1951,1951,27.50,18.01,22.76,no,,,
14-11-1951,1951,27.87,17.94,22.91,no,,,
15-11-1951,1951,28.38,18.46,23.42,no,,,
16-11-1951,1951,28.46,17.15,22.80,no,,,
17-11-1951,1951,27.68,18.07,22.88,no,,,
18-11-1951,1951,27.21,19.40,23.30,no,,,
19-11-1951,1951,24.30,19.24,21.77,no,,,
20-11-1951,1951,24.51,19.86,22.19,no,,,
21-11-1951,1951,26.75,19.86,23.31,no,,,
22-11-1951,1951,28.25,19.59,23.92,no,,,
23-11-1951,1951,28.44,19.47,23.95,no,,,
24-11-1951,1951,28.01,18.64,23.32,no,,,
25-11-1951,1951,28.19,17.36,22.78,no,,,
26-11-1951,1951,29.41,18.44,23.93,no,,,
27-11-1951,1951,28.80,19.45,24.13,no,,,
28-11-1951,1951,28.42,19.49,23.95,no,,,
29-11-1951,1951,28.06,19.04,23.55,no,,,
30-11-1951,1951,26.81,18.58,22.69,no,,,
01-12-1951,1951,26.91,17.95,22.43,no,,,
02-12-1951,1951,25.87,16.68,21.28,no,,,
03-12-1951,1951,26.20,15.32,20.76,no,,,
04-12-1951,1951,26.12,14.63,20.38,no,,,
05-12-1951,1951,26.17,14.09,20.13,no,,,
06-12-1951,1951,26.61,14.47,20.54,no,,,
07-12-1951,1951,26.70,12.87,19.79,no,,,
08-12-1951,1951,27.15,14.86,21.00,no,,,
09-12-1951,1951,27.44,15.22,21.33,no,,,
10-12-1951,1951,27.75,14.25,21.00,no,,,
11-12-1951,1951,27.84,14.32,21.08,no,,,
12-12-1951,1951,28.15,15.03,21.59,no,,,
13-12-1951,1951,28.44,15.38,21.91,no,,,
14-12-1951,1951,28.61,17.60,23.11,no,,,
15-12-1951,1951,27.67,18.31,22.99,no,,,
16-12-1951,1951,27.34,18.15,22.74,no,,,
17-12-1951,1951,27.29,17.50,22.40,no,,,
18-12-1951,1951,27.24,16.90,22.07,no,,,
19-12-1951,1951,27.51,14.86,21.18,no,,,
20-12-1951,1951,26.95,14.60,20.78,no,,,
21-12-1951,1951,27.17,14.82,20.99,no,,,
22-12-1951,1951,26.79,14.15,20.47,no,,,
23-12-1951,1951,26.17,13.71,19.94,no,,,
24-12-1951,1951,26.13,13.22,19.67,no,,,
25-12-1951,1951,26.02,14.15,20.09,no,,,
26-12-1951,1951,26.73,15.80,21.26,no,,,
27-12-1951,1951,27.02,15.82,21.42,no,,,
28-12-1951,1951,26.85,15.78,21.32,no,,,
29-12-1951,1951,26.97,15.75,21.36,no,,,
30-12-1951,1951,26.87,15.59,21.23,no,,,
31-12-1951,1951,27.11,15.54,21.33,no,,,
01-01-1952,1952,27.08,15.23,21.15,no,,,
02-01-1952,1952,27.19,15.12,21.16,no,,,
03-01-1952,1952,27.17,15.20,21.18,no,,,
04-01-1952,1952,27.36,15.19,21.28,no,,,
05-01-1952,1952,27.27,15.02,21.15,no,,,
06-01-1952,1952,27.19,15.11,21.15,no,,,
07-01-1952,1952,27.23,15.04,21.13,no,,,
08-01-1952,1952,27.13,16.96,22.04,no,,,
09-01-1952,1952,27.93,17.75,22.84,no,,,
10-01-1952,1952,28.46,16.25,22.35,no,,,
11-01-1952,1952,28.61,14.85,21.73,no,,,
12-01-1952,1952,28.34,15.34,21.84,no,,,
13-01-1952,1952,29.11,15.38,22.25,no,,,
14-01-1952,1952,29.44,15.38,22.41,no,,,
15-01-1952,1952,29.05,13.76,21.40,no,,,
16-01-1952,1952,29.25,14.91,22.08,no,,,
17-01-1952,1952,29.35,15.27,22.31,no,,,
18-01-1952,1952,28.25,14.55,21.40,no,,,
19-01-1952,1952,28.59,15.09,21.84,no,,,
20-01-1952,1952,27.69,14.27,20.98,no,,,
21-01-1952,1952,28.18,14.43,21.31,no,,,
22-01-1952,1952,28.67,14.40,21.53,no,,,
23-01-1952,1952,28.39,15.55,21.97,no,,,
24-01-1952,1952,28.55,16.89,22.72,no,,,
25-01-1952,1952,27.87,17.25,22.56,no,,,
26-01-1952,1952,27.59,14.90,21.24,no,,,
27-01-1952,1952,27.23,14.33,20.78,no,,,
28-01-1952,1952,27.47,15.21,21.34,no,,,
29-01-1952,1952,26.53,17.50,22.02,no,,,
30-01-1952,1952,26.95,18.13,22.54,no,,,
31-01-1952,1952,27.93,17.67,22.80,no,,,
01-02-1952,1952,27.74,17.07,22.40,no,,,
02-02-1952,1952,28.62,16.91,22.77,no,,,
03-02-1952,1952,27.34,17.32,22.33,no,,,
04-02-1952,1952,28.18,16.45,22.32,no,,,
05-02-1952,1952,30.40,17.65,24.02,no,,,
06-02-1952,1952,30.76,19.00,24.88,no,,,
07-02-1952,1952,30.79,19.49,25.14,no,,,
08-02-1952,1952,31.05,19.88,25.46,no,,,
09-02-1952,1952,30.14,18.87,24.51,no,,,
10-02-1952,1952,30.27,18.37,24.32,no,,,
11-02-1952,1952,31.30,17.73,24.51,no,,,
12-02-1952,1952,30.13,17.40,23.76,no,,,
13-02-1952,1952,30.69,17.34,24.02,no,,,
14-02-1952,1952,31.13,18.37,24.75,no,,,
15-02-1952,1952,31.34,16.82,24.08,no,,,
16-02-1952,1952,30.24,16.02,23.13,no,,,
17-02-1952,1952,29.83,15.66,22.74,no,,,
18-02-1952,1952,29.84,15.91,22.88,no,,,
19-02-1952,1952,31.26,16.87,24.07,no,,,
20-02-1952,1952,31.72,19.28,25.50,no,,,
21-02-1952,1952,30.81,20.80,25.80,no,,,
22-02-1952,1952,29.06,21.21,25.13,no,,,
23-02-1952,1952,28.87,21.08,24.98,no,,,
24-02-1952,1952,30.29,20.51,25.40,no,,,
25-02-1952,1952,30.31,19.91,25.11,no,,,
26-02-1952,1952,30.03,19.11,24.57,no,,,
27-02-1952,1952,30.70,16.35,23.53,no,,,
28-02-1952,1952,31.03,16.08,23.56,no,,,
29-02-1952,1952,31.33,15.83,23.58,no,,,
01-03-1952,1952,30.70,16.68,23.69,no,,,
02-03-1952,1952,31.50,20.77,26.14,no,,,
03-03-1952,1952,31.16,18.59,24.88,no,,,
04-03-1952,1952,32.31,18.17,25.24,no,,,
05-03-1952,1952,32.61,17.44,25.03,no,,,
06-03-1952,1952,33.30,17.87,25.59,no,,,
07-03-1952,1952,32.87,18.50,25.68,no,,,
08-03-1952,1952,33.35,17.07,25.21,no,,,
09-03-1952,1952,32.99,18.58,25.79,no,,,
10-03-1952,1952,33.51,19.71,26.61,no,,,
11-03-1952,1952,33.60,19.88,26.74,no,,,
12-03-1952,1952,33.81,19.92,26.87,no,,,
13-03-1952,1952,33.08,20.12,26.60,no,,,
14-03-1952,1952,32.98,20.96,26.97,no,,,
15-03-1952,1952,33.20,21.03,27.12,no,,,
16-03-1952,1952,32.87,21.34,27.10,no,,,
17-03-1952,1952,32.31,20.32,26.32,no,,,
18-03-1952,1952,33.22,20.62,26.92,no,,,
19-03-1952,1952,33.42,21.71,27.56,no,,,
20-03-1952,1952,32.63,20.87,26.75,no,,,
21-03-1952,1952,32.24,19.19,25.72,no,,,
22-03-1952,1952,31.97,18.41,25.19,no,,,
23-03-1952,1952,32.24,19.69,25.97,no,,,
24-03-1952,1952,32.71,21.45,27.08,no,,,
25-03-1952,1952,33.42,21.93,27.67,no,,,
26-03-1952,1952,34.61,22.42,28.52,no,,,
27-03-1952,1952,34.32,21.19,27.76,no,,,
28-03-1952,1952,33.82,20.65,27.23,no,,,
29-03-1952,1952,34.43,19.90,27.16,no,,,
30-03-1952,1952,34.70,20.95,27.83,no,,,
31-03-1952,1952,34.20,22.11,28.16,no,,,
01-04-1952,1952,35.06,23.34,29.20,no,,,
02-04-1952,1952,34.16,22.27,28.22,no,,,
03-04-1952,1952,34.49,23.14,28.82,no,,,
04-04-1952,1952,34.38,22.59,28.49,no,,,
05-04-1952,1952,33.34,22.32,27.83,no,,,
06-04-1952,1952,33.66,22.32,27.99,no,,,
07-04-1952,1952,33.99,22.38,28.19,no,,,
08-04-1952,1952,34.43,23.35,28.89,no,,,
09-04-1952,1952,34.54,21.68,28.11,no,,,
10-04-1952,1952,34.31,22.11,28.21,no,,,
11-04-1952,1952,34.57,22.98,28.77,no,,,
12-04-1952,1952,34.37,23.89,29.13,no,,,
13-04-1952,1952,34.85,23.16,29.00,no,,,
14-04-1952,1952,34.76,22.32,28.54,no,,,
15-04-1952,1952,34.76,21.92,28.34,no,,,
16-04-1952,1952,34.00,21.94,27.97,no,,,
17-04-1952,1952,34.11,20.70,27.41,no,,,
18-04-1952,1952,33.85,21.87,27.86,no,,,
19-04-1952,1952,34.49,22.10,28.30,no,,,
20-04-1952,1952,33.87,22.71,28.29,no,,,
21-04-1952,1952,34.11,23.23,28.67,no,,,
22-04-1952,1952,34.98,23.10,29.04,no,,,
23-04-1952,1952,35.65,23.53,29.59,no,,,
24-04-1952,1952,35.29,22.59,28.94,no,,,
25-04-1952,1952,35.36,23.68,29.52,no,,,
26-04-1952,1952,34.74,22.15,28.45,no,,,
27-04-1952,1952,34.71,23.45,29.08,no,,,
28-04-1952,1952,35.06,23.80,29.43,no,,,
29-04-1952,1952,35.48,22.60,29.04,no,,,
30-04-1952,1952,36.12,23.87,29.99,no,,,
01-05-1952,1952,36.47,25.17,30.82,no,,,
02-05-1952,1952,36.08,23.60,29.84,no,,,
03-05-1952,1952,35.63,23.86,29.75,no,,,
04-05-1952,1952,35.73,22.99,29.36,no,,,
05-05-1952,1952,35.11,23.68,29.40,no,,,
06-05-1952,1952,35.85,23.49,29.67,no,,,
07-05-1952,1952,35.20,23.76,29.48,no,,,
08-05-1952,1952,35.55,23.02,29.28,no,,,
09-05-1952,1952,34.94,23.33,29.13,no,,,
10-05-1952,1952,36.14,24.06,30.10,no,,,
11-05-1952,1952,35.36,23.71,29.53,no,,,
12-05-1952,1952,36.61,24.52,30.57,no,,,
13-05-1952,1952,34.95,22.65,28.80,no,,,
14-05-1952,1952,34.08,22.10,28.09,no,,,
15-05-1952,1952,34.97,22.00,28.49,no,,,
16-05-1952,1952,35.18,23.21,29.19,no,,,
17-05-1952,1952,35.46,23.56,29.51,no,,,
18-05-1952,1952,35.81,23.63,29.72,no,,,
19-05-1952,1952,35.47,24.02,29.75,no,,,
20-05-1952,1952,33.20,23.76,28.48,no,,,
21-05-1952,1952,31.98,22.43,27.20,no,,,
22-05-1952,1952,26.69,21.08,23.89,no,,,
23-05-1952,1952,25.63,20.40,23.01,no,,,
24-05-1952,1952,26.43,20.38,23.40,no,,,
25-05-1952,1952,26.54,19.69,23.12,no,,,
26-05-1952,1952,26.03,20.06,23.05,no,,,
27-05-1952,1952,29.68,21.10,25.39,no,,,
28-05-1952,1952,31.06,22.08,26.57,no,,,
29-05-1952,1952,30.65,20.79,25.72,no,,,
30-05-1952,1952,30.11,21.83,25.97,no,,,
31-05-1952,1952,30.87,22.10,26.49,no,,,
